id,month,date,fsa,location_id,actual_capacity,funding_capacity,occupied_beds,unoccupied_beds,unavailable_beds,occupancy_rate
3,1,2024-01-01,M5S,1051,8,8,8,0,0,100
8,1,2024-01-01,M6H,1029,42,42,42,0,0,100
9,1,2024-01-01,M6G,1102,30,30,30,0,0,100
10,1,2024-01-01,M5R,1541,23,23,19,4,0,82.61
25,1,2024-01-01,M1H,1360,101,101,101,0,0,100
27,1,2024-01-01,M1G,1561,48,48,21,27,0,43.75
31,1,2024-01-01,M6N,1154,62,62,62,0,0,100
32,1,2024-01-01,M5A,1008,66,68,66,0,2,100
33,1,2024-01-01,M5A,1008,118,122,118,0,4,100
35,1,2024-01-01,M5A,1008,16,21,16,0,5,100
36,1,2024-01-01,M5C,1190,53,53,53,0,0,100
37,1,2024-01-01,M5A,1008,106,107,106,0,1,100
40,1,2024-01-01,M5H,1005,87,88,87,0,1,100
41,1,2024-01-01,M6C,1028,28,28,28,0,0,100
43,1,2024-01-01,M5B,1026,94,94,94,0,0,100
44,1,2024-01-01,M5B,1026,30,30,30,0,0,100
46,1,2024-01-01,M5A,1149,78,78,77,1,0,98.72
47,1,2024-01-01,M6K,1125,120,120,120,0,0,100
50,1,2024-01-01,M4C,1015,62,64,62,0,2,100
51,1,2024-01-01,M5A,1020,30,30,30,0,0,100
52,1,2024-01-01,M2N,1460,46,46,41,5,0,89.13
54,1,2024-01-01,M3B,1024,40,40,40,0,0,100
60,1,2024-01-01,M5C,1007,52,52,51,1,0,98.08
61,1,2024-01-01,M6H,1193,36,36,36,0,0,100
62,1,2024-01-01,M6A,1055,70,70,70,0,0,100
64,1,2024-01-01,M6K,1152,70,70,63,7,0,90
65,1,2024-01-01,M6K,1125,112,120,112,0,8,100
66,1,2024-01-01,M5G,1521,60,60,54,6,0,90
70,1,2024-01-01,M5A,1022,35,35,35,0,0,100
73,1,2024-01-01,M1K,1108,61,61,61,0,0,100
74,1,2024-01-01,M5V,1150,109,112,108,1,3,99.08
75,1,2024-01-01,M5V,1150,34,34,34,0,0,100
76,1,2024-01-01,M5V,1150,65,66,65,0,1,100
77,1,2024-01-01,M5V,1150,72,75,72,0,3,100
85,1,2024-01-01,M1R,1220,38,38,38,0,0,100
88,1,2024-01-01,M2H,1200,83,87,83,0,4,100
89,1,2024-01-01,M1K,1031,49,49,49,0,0,100
90,1,2024-01-01,M6E,1019,45,45,45,0,0,100
91,1,2024-01-01,M4K,1080,23,23,23,0,0,100
92,1,2024-01-01,M4W,1118,30,30,30,0,0,100
93,1,2024-01-01,M6G,1002,54,54,54,0,0,100
95,1,2024-01-01,M5S,1018,12,12,10,2,0,83.33
96,1,2024-01-01,M5R,1500,15,15,12,3,0,80
97,1,2024-01-01,M6H,1104,16,16,16,0,0,100
99,1,2024-01-01,M8Y,1049,31,31,31,0,0,100
100,1,2024-01-01,M5B,1048,39,39,39,0,0,100
102,1,2024-01-01,M6K,1148,72,73,72,0,1,100
104,1,2024-01-01,M5A,1045,30,30,30,0,0,100
107,1,2024-01-01,M5A,1059,94,94,94,0,0,100
109,1,2024-01-01,M6P,1036,86,86,86,0,0,100
111,1,2024-01-01,M5C,1037,78,78,78,0,0,100
113,1,2024-01-01,M5A,1057,264,264,264,0,0,100
115,1,2024-01-01,M4M,1126,52,52,52,0,0,100
116,1,2024-01-01,M9V,1146,46,46,46,0,0,100
117,1,2024-01-01,M9V,1146,37,37,37,0,0,100
118,1,2024-01-01,M5T,1300,71,71,71,0,0,100
119,1,2024-01-01,M5S,1014,50,50,50,0,0,100
121,1,2024-01-01,M5R,1120,6,6,6,0,0,100
122,1,2024-01-01,M4Y,1041,35,35,35,0,0,100
123,1,2024-01-01,M1H,1115,32,49,32,0,17,100
126,1,2024-01-01,M5T,1096,40,40,40,0,0,100
128,1,2024-01-01,M4T,1062,30,31,30,0,1,100
129,1,2024-01-01,M4T,1062,31,31,31,0,0,100
130,1,2024-01-01,M5R,1129,28,28,27,1,0,96.43
131,1,2024-01-01,M5R,1129,27,27,27,0,0,100
138,1,2024-01-02,M5S,1051,8,8,8,0,0,100
143,1,2024-01-02,M6H,1029,42,42,42,0,0,100
144,1,2024-01-02,M6G,1102,30,30,30,0,0,100
145,1,2024-01-02,M5R,1541,22,23,22,0,1,100
160,1,2024-01-02,M1H,1360,101,101,101,0,0,100
162,1,2024-01-02,M1G,1561,48,48,44,4,0,91.67
166,1,2024-01-02,M6N,1154,62,62,62,0,0,100
167,1,2024-01-02,M5A,1008,67,68,67,0,1,100
168,1,2024-01-02,M5A,1008,119,122,119,0,3,100
170,1,2024-01-02,M5A,1008,16,21,16,0,5,100
171,1,2024-01-02,M5C,1190,53,53,52,1,0,98.11
172,1,2024-01-02,M5A,1008,106,107,106,0,1,100
175,1,2024-01-02,M5H,1005,87,88,87,0,1,100
176,1,2024-01-02,M6C,1028,28,28,28,0,0,100
178,1,2024-01-02,M5B,1026,94,94,93,1,0,98.94
179,1,2024-01-02,M5B,1026,30,30,30,0,0,100
181,1,2024-01-02,M5A,1149,78,78,78,0,0,100
182,1,2024-01-02,M6K,1125,119,120,119,0,1,100
185,1,2024-01-02,M4C,1015,62,64,62,0,2,100
186,1,2024-01-02,M5A,1020,30,30,30,0,0,100
187,1,2024-01-02,M2N,1460,46,46,44,2,0,95.65
189,1,2024-01-02,M3B,1024,40,40,40,0,0,100
195,1,2024-01-02,M5C,1007,52,52,50,2,0,96.15
196,1,2024-01-02,M6H,1193,36,36,36,0,0,100
197,1,2024-01-02,M6A,1055,70,70,70,0,0,100
199,1,2024-01-02,M6K,1152,70,70,63,7,0,90
200,1,2024-01-02,M6K,1125,119,120,113,6,1,94.96
201,1,2024-01-02,M5G,1521,60,60,54,6,0,90
205,1,2024-01-02,M5A,1022,35,35,35,0,0,100
208,1,2024-01-02,M1K,1108,61,61,61,0,0,100
209,1,2024-01-02,M5V,1150,111,112,109,2,1,98.2
210,1,2024-01-02,M5V,1150,34,34,34,0,0,100
211,1,2024-01-02,M5V,1150,66,66,66,0,0,100
212,1,2024-01-02,M5V,1150,73,75,73,0,2,100
220,1,2024-01-02,M1R,1220,31,38,31,0,7,100
223,1,2024-01-02,M2H,1200,82,87,82,0,5,100
224,1,2024-01-02,M1K,1031,49,49,49,0,0,100
225,1,2024-01-02,M6E,1019,45,45,45,0,0,100
226,1,2024-01-02,M4K,1080,23,23,23,0,0,100
227,1,2024-01-02,M4W,1118,30,30,30,0,0,100
228,1,2024-01-02,M6G,1002,54,54,54,0,0,100
230,1,2024-01-02,M5S,1018,12,12,10,2,0,83.33
231,1,2024-01-02,M5R,1500,15,15,12,3,0,80
232,1,2024-01-02,M6H,1104,16,16,16,0,0,100
234,1,2024-01-02,M8Y,1049,31,31,31,0,0,100
235,1,2024-01-02,M5B,1048,39,39,39,0,0,100
237,1,2024-01-02,M6K,1148,72,73,72,0,1,100
239,1,2024-01-02,M5A,1045,30,30,30,0,0,100
242,1,2024-01-02,M5A,1059,94,94,94,0,0,100
244,1,2024-01-02,M6P,1036,86,86,86,0,0,100
246,1,2024-01-02,M5C,1037,78,78,78,0,0,100
248,1,2024-01-02,M5A,1057,264,264,264,0,0,100
250,1,2024-01-02,M4M,1126,52,52,52,0,0,100
251,1,2024-01-02,M9V,1146,46,46,46,0,0,100
252,1,2024-01-02,M9V,1146,37,37,37,0,0,100
253,1,2024-01-02,M5T,1300,71,71,71,0,0,100
254,1,2024-01-02,M5S,1014,50,50,50,0,0,100
256,1,2024-01-02,M5R,1120,6,6,6,0,0,100
257,1,2024-01-02,M4Y,1041,35,35,35,0,0,100
258,1,2024-01-02,M1H,1115,32,49,32,0,17,100
261,1,2024-01-02,M5T,1096,40,40,40,0,0,100
263,1,2024-01-02,M4T,1062,30,31,30,0,1,100
264,1,2024-01-02,M4T,1062,31,31,31,0,0,100
265,1,2024-01-02,M5R,1129,28,28,28,0,0,100
266,1,2024-01-02,M5R,1129,27,27,26,1,0,96.3
273,1,2024-01-03,M5S,1051,8,8,8,0,0,100
278,1,2024-01-03,M6H,1029,42,42,42,0,0,100
279,1,2024-01-03,M6G,1102,30,30,30,0,0,100
280,1,2024-01-03,M5R,1541,23,23,23,0,0,100
295,1,2024-01-03,M1H,1360,100,101,100,0,1,100
297,1,2024-01-03,M1G,1561,48,48,47,1,0,97.92
301,1,2024-01-03,M6N,1154,62,62,62,0,0,100
302,1,2024-01-03,M5A,1008,67,68,66,1,1,98.51
303,1,2024-01-03,M5A,1008,119,122,118,1,3,99.16
305,1,2024-01-03,M5A,1008,16,21,16,0,5,100
306,1,2024-01-03,M5C,1190,53,53,53,0,0,100
307,1,2024-01-03,M5A,1008,106,107,106,0,1,100
310,1,2024-01-03,M5H,1005,88,88,88,0,0,100
311,1,2024-01-03,M6C,1028,28,28,28,0,0,100
313,1,2024-01-03,M5B,1026,94,94,94,0,0,100
314,1,2024-01-03,M5B,1026,30,30,29,1,0,96.67
316,1,2024-01-03,M5A,1149,78,78,78,0,0,100
317,1,2024-01-03,M6K,1125,119,120,119,0,1,100
320,1,2024-01-03,M4C,1015,61,62,61,0,1,100
321,1,2024-01-03,M5A,1020,30,30,30,0,0,100
322,1,2024-01-03,M2N,1460,46,46,42,4,0,91.3
324,1,2024-01-03,M3B,1024,40,40,40,0,0,100
330,1,2024-01-03,M5C,1007,52,52,52,0,0,100
331,1,2024-01-03,M6H,1193,36,36,36,0,0,100
332,1,2024-01-03,M6A,1055,70,70,69,1,0,98.57
334,1,2024-01-03,M6K,1152,70,70,61,9,0,87.14
335,1,2024-01-03,M6K,1125,118,120,117,1,2,99.15
336,1,2024-01-03,M5G,1521,60,60,59,1,0,98.33
340,1,2024-01-03,M5A,1022,35,35,35,0,0,100
343,1,2024-01-03,M1K,1108,61,61,61,0,0,100
344,1,2024-01-03,M5V,1150,111,112,109,2,1,98.2
345,1,2024-01-03,M5V,1150,34,34,34,0,0,100
346,1,2024-01-03,M5V,1150,66,66,66,0,0,100
347,1,2024-01-03,M5V,1150,73,75,73,0,2,100
355,1,2024-01-03,M1R,1220,33,38,33,0,5,100
358,1,2024-01-03,M2H,1200,82,87,81,1,5,98.78
359,1,2024-01-03,M1K,1031,49,49,49,0,0,100
360,1,2024-01-03,M6E,1019,45,45,45,0,0,100
361,1,2024-01-03,M4K,1080,23,23,23,0,0,100
362,1,2024-01-03,M4W,1118,30,30,30,0,0,100
363,1,2024-01-03,M6G,1002,54,54,54,0,0,100
365,1,2024-01-03,M5S,1018,12,12,10,2,0,83.33
366,1,2024-01-03,M5R,1500,15,15,12,3,0,80
367,1,2024-01-03,M6H,1104,16,16,16,0,0,100
369,1,2024-01-03,M8Y,1049,31,31,31,0,0,100
370,1,2024-01-03,M5B,1048,39,39,39,0,0,100
372,1,2024-01-03,M6K,1148,72,73,72,0,1,100
374,1,2024-01-03,M5A,1045,30,30,30,0,0,100
377,1,2024-01-03,M5A,1059,94,94,94,0,0,100
379,1,2024-01-03,M6P,1036,86,86,85,1,0,98.84
381,1,2024-01-03,M5C,1037,78,78,78,0,0,100
383,1,2024-01-03,M5A,1057,264,264,264,0,0,100
385,1,2024-01-03,M4M,1126,52,52,52,0,0,100
386,1,2024-01-03,M9V,1146,46,46,46,0,0,100
387,1,2024-01-03,M9V,1146,37,37,37,0,0,100
388,1,2024-01-03,M5T,1300,71,71,71,0,0,100
389,1,2024-01-03,M5S,1014,50,50,49,1,0,98
391,1,2024-01-03,M5R,1120,6,6,6,0,0,100
392,1,2024-01-03,M4Y,1041,35,35,35,0,0,100
393,1,2024-01-03,M1H,1115,32,49,32,0,17,100
396,1,2024-01-03,M5T,1096,40,40,40,0,0,100
398,1,2024-01-03,M4T,1062,30,31,30,0,1,100
399,1,2024-01-03,M4T,1062,31,31,31,0,0,100
400,1,2024-01-03,M5R,1129,28,28,28,0,0,100
401,1,2024-01-03,M5R,1129,27,27,27,0,0,100
408,1,2024-01-04,M5S,1051,8,8,8,0,0,100
413,1,2024-01-04,M6H,1029,42,42,42,0,0,100
414,1,2024-01-04,M6G,1102,30,30,30,0,0,100
415,1,2024-01-04,M5R,1541,23,23,23,0,0,100
430,1,2024-01-04,M1H,1360,101,101,101,0,0,100
432,1,2024-01-04,M1G,1561,48,48,48,0,0,100
436,1,2024-01-04,M6N,1154,62,62,62,0,0,100
437,1,2024-01-04,M5A,1008,67,68,66,1,1,98.51
438,1,2024-01-04,M5A,1008,119,122,119,0,3,100
440,1,2024-01-04,M5A,1008,16,21,16,0,5,100
441,1,2024-01-04,M5C,1190,53,53,53,0,0,100
442,1,2024-01-04,M5A,1008,106,107,105,1,1,99.06
445,1,2024-01-04,M5H,1005,88,88,88,0,0,100
446,1,2024-01-04,M6C,1028,28,28,28,0,0,100
448,1,2024-01-04,M5B,1026,94,94,94,0,0,100
449,1,2024-01-04,M5B,1026,30,30,30,0,0,100
451,1,2024-01-04,M5A,1149,78,78,78,0,0,100
452,1,2024-01-04,M6K,1125,119,120,118,1,1,99.16
455,1,2024-01-04,M4C,1015,61,62,61,0,1,100
456,1,2024-01-04,M5A,1020,30,30,30,0,0,100
457,1,2024-01-04,M2N,1460,46,46,46,0,0,100
459,1,2024-01-04,M3B,1024,40,40,40,0,0,100
465,1,2024-01-04,M5C,1007,52,52,52,0,0,100
466,1,2024-01-04,M6H,1193,36,36,36,0,0,100
467,1,2024-01-04,M6A,1055,70,70,69,1,0,98.57
469,1,2024-01-04,M6K,1152,70,70,60,10,0,85.71
470,1,2024-01-04,M6K,1125,116,120,113,3,4,97.41
471,1,2024-01-04,M5G,1521,60,60,60,0,0,100
475,1,2024-01-04,M5A,1022,35,35,35,0,0,100
478,1,2024-01-04,M1K,1108,61,61,61,0,0,100
479,1,2024-01-04,M5V,1150,111,112,111,0,1,100
480,1,2024-01-04,M5V,1150,34,34,34,0,0,100
481,1,2024-01-04,M5V,1150,66,66,66,0,0,100
482,1,2024-01-04,M5V,1150,73,75,73,0,2,100
490,1,2024-01-04,M1R,1220,32,38,32,0,6,100
493,1,2024-01-04,M2H,1200,81,87,81,0,6,100
494,1,2024-01-04,M1K,1031,49,49,49,0,0,100
495,1,2024-01-04,M6E,1019,45,45,45,0,0,100
496,1,2024-01-04,M4K,1080,23,23,23,0,0,100
497,1,2024-01-04,M4W,1118,30,30,30,0,0,100
498,1,2024-01-04,M6G,1002,54,54,54,0,0,100
500,1,2024-01-04,M5S,1018,12,12,11,1,0,91.67
501,1,2024-01-04,M5R,1500,15,15,12,3,0,80
502,1,2024-01-04,M6H,1104,16,16,16,0,0,100
504,1,2024-01-04,M8Y,1049,31,31,31,0,0,100
505,1,2024-01-04,M5B,1048,39,39,39,0,0,100
507,1,2024-01-04,M6K,1148,72,73,72,0,1,100
509,1,2024-01-04,M5A,1045,30,30,30,0,0,100
512,1,2024-01-04,M5A,1059,94,94,94,0,0,100
514,1,2024-01-04,M6P,1036,85,86,85,0,1,100
516,1,2024-01-04,M5C,1037,78,78,78,0,0,100
518,1,2024-01-04,M5A,1057,264,264,264,0,0,100
520,1,2024-01-04,M4M,1126,52,52,52,0,0,100
521,1,2024-01-04,M9V,1146,46,46,46,0,0,100
522,1,2024-01-04,M9V,1146,37,37,37,0,0,100
523,1,2024-01-04,M5T,1300,71,71,71,0,0,100
524,1,2024-01-04,M5S,1014,50,50,50,0,0,100
526,1,2024-01-04,M5R,1120,6,6,6,0,0,100
527,1,2024-01-04,M4Y,1041,35,35,35,0,0,100
528,1,2024-01-04,M1H,1115,32,49,31,1,17,96.88
531,1,2024-01-04,M5T,1096,40,40,40,0,0,100
533,1,2024-01-04,M4T,1062,30,31,30,0,1,100
534,1,2024-01-04,M4T,1062,31,31,31,0,0,100
535,1,2024-01-04,M5R,1129,28,28,28,0,0,100
536,1,2024-01-04,M5R,1129,27,27,27,0,0,100
543,1,2024-01-05,M5S,1051,8,8,8,0,0,100
548,1,2024-01-05,M6H,1029,42,42,42,0,0,100
549,1,2024-01-05,M6G,1102,30,30,30,0,0,100
550,1,2024-01-05,M5R,1541,23,23,22,1,0,95.65
565,1,2024-01-05,M1H,1360,101,101,101,0,0,100
567,1,2024-01-05,M1G,1561,48,48,44,4,0,91.67
571,1,2024-01-05,M6N,1154,62,62,62,0,0,100
572,1,2024-01-05,M5A,1008,67,68,67,0,1,100
573,1,2024-01-05,M5A,1008,119,122,119,0,3,100
575,1,2024-01-05,M5A,1008,16,21,16,0,5,100
576,1,2024-01-05,M5C,1190,53,53,53,0,0,100
577,1,2024-01-05,M5A,1008,105,107,105,0,2,100
580,1,2024-01-05,M5H,1005,88,88,88,0,0,100
581,1,2024-01-05,M6C,1028,28,28,28,0,0,100
583,1,2024-01-05,M5B,1026,94,94,94,0,0,100
584,1,2024-01-05,M5B,1026,30,30,29,1,0,96.67
586,1,2024-01-05,M5A,1149,78,78,78,0,0,100
587,1,2024-01-05,M6K,1125,119,120,118,1,1,99.16
590,1,2024-01-05,M4C,1015,62,62,62,0,0,100
591,1,2024-01-05,M5A,1020,30,30,30,0,0,100
592,1,2024-01-05,M2N,1460,31,46,30,1,15,96.77
594,1,2024-01-05,M3B,1024,40,40,40,0,0,100
600,1,2024-01-05,M5C,1007,52,52,52,0,0,100
601,1,2024-01-05,M6H,1193,36,36,36,0,0,100
602,1,2024-01-05,M6A,1055,70,70,70,0,0,100
604,1,2024-01-05,M6K,1152,70,70,63,7,0,90
605,1,2024-01-05,M6K,1125,116,120,115,1,4,99.14
606,1,2024-01-05,M5G,1521,58,60,57,1,2,98.28
610,1,2024-01-05,M5A,1022,35,35,35,0,0,100
613,1,2024-01-05,M1K,1108,61,61,61,0,0,100
614,1,2024-01-05,M5V,1150,110,112,110,0,2,100
615,1,2024-01-05,M5V,1150,34,34,34,0,0,100
616,1,2024-01-05,M5V,1150,66,66,66,0,0,100
617,1,2024-01-05,M5V,1150,74,75,73,1,1,98.65
625,1,2024-01-05,M1R,1220,36,38,36,0,2,100
628,1,2024-01-05,M2H,1200,85,87,85,0,2,100
629,1,2024-01-05,M1K,1031,49,49,49,0,0,100
630,1,2024-01-05,M6E,1019,45,45,45,0,0,100
631,1,2024-01-05,M4K,1080,23,23,23,0,0,100
632,1,2024-01-05,M4W,1118,30,30,30,0,0,100
633,1,2024-01-05,M6G,1002,54,54,54,0,0,100
635,1,2024-01-05,M5S,1018,12,12,11,1,0,91.67
636,1,2024-01-05,M5R,1500,15,15,12,3,0,80
637,1,2024-01-05,M6H,1104,16,16,16,0,0,100
639,1,2024-01-05,M8Y,1049,31,31,31,0,0,100
640,1,2024-01-05,M5B,1048,39,39,39,0,0,100
642,1,2024-01-05,M6K,1148,72,73,71,1,1,98.61
644,1,2024-01-05,M5A,1045,30,30,30,0,0,100
647,1,2024-01-05,M5A,1059,94,94,94,0,0,100
649,1,2024-01-05,M6P,1036,85,86,85,0,1,100
651,1,2024-01-05,M5C,1037,78,78,78,0,0,100
653,1,2024-01-05,M5A,1057,264,264,264,0,0,100
655,1,2024-01-05,M4M,1126,52,52,52,0,0,100
656,1,2024-01-05,M9V,1146,46,46,46,0,0,100
657,1,2024-01-05,M9V,1146,37,37,37,0,0,100
658,1,2024-01-05,M5T,1300,71,71,71,0,0,100
659,1,2024-01-05,M5S,1014,50,50,50,0,0,100
661,1,2024-01-05,M5R,1120,6,6,6,0,0,100
662,1,2024-01-05,M4Y,1041,35,35,35,0,0,100
663,1,2024-01-05,M1H,1115,32,49,32,0,17,100
666,1,2024-01-05,M5T,1096,40,40,40,0,0,100
668,1,2024-01-05,M4T,1062,31,31,31,0,0,100
669,1,2024-01-05,M4T,1062,31,31,31,0,0,100
670,1,2024-01-05,M5R,1129,28,28,28,0,0,100
671,1,2024-01-05,M5R,1129,27,27,27,0,0,100
678,1,2024-01-06,M5S,1051,8,8,8,0,0,100
683,1,2024-01-06,M6H,1029,42,42,42,0,0,100
684,1,2024-01-06,M6G,1102,30,30,30,0,0,100
685,1,2024-01-06,M5R,1541,20,23,19,1,3,95
700,1,2024-01-06,M1H,1360,101,101,101,0,0,100
702,1,2024-01-06,M1G,1561,48,48,41,7,0,85.42
706,1,2024-01-06,M6N,1154,62,62,62,0,0,100
707,1,2024-01-06,M5A,1008,67,68,67,0,1,100
708,1,2024-01-06,M5A,1008,119,122,119,0,3,100
710,1,2024-01-06,M5A,1008,16,21,16,0,5,100
711,1,2024-01-06,M5C,1190,53,53,53,0,0,100
712,1,2024-01-06,M5A,1008,105,107,105,0,2,100
715,1,2024-01-06,M5H,1005,88,88,88,0,0,100
716,1,2024-01-06,M6C,1028,28,28,28,0,0,100
718,1,2024-01-06,M5B,1026,94,94,94,0,0,100
719,1,2024-01-06,M5B,1026,30,30,30,0,0,100
721,1,2024-01-06,M5A,1149,78,78,78,0,0,100
722,1,2024-01-06,M6K,1125,119,120,119,0,1,100
725,1,2024-01-06,M4C,1015,62,62,62,0,0,100
726,1,2024-01-06,M5A,1020,30,30,30,0,0,100
727,1,2024-01-06,M2N,1460,25,46,22,3,21,88
729,1,2024-01-06,M3B,1024,40,40,40,0,0,100
735,1,2024-01-06,M5C,1007,52,52,51,1,0,98.08
736,1,2024-01-06,M6H,1193,36,36,36,0,0,100
737,1,2024-01-06,M6A,1055,70,70,70,0,0,100
739,1,2024-01-06,M6K,1152,70,70,63,7,0,90
740,1,2024-01-06,M6K,1125,119,120,119,0,1,100
741,1,2024-01-06,M5G,1521,58,60,43,15,2,74.14
745,1,2024-01-06,M5A,1022,35,35,35,0,0,100
748,1,2024-01-06,M1K,1108,61,61,61,0,0,100
749,1,2024-01-06,M5V,1150,110,112,110,0,2,100
750,1,2024-01-06,M5V,1150,34,34,34,0,0,100
751,1,2024-01-06,M5V,1150,66,66,66,0,0,100
752,1,2024-01-06,M5V,1150,74,75,74,0,1,100
760,1,2024-01-06,M1R,1220,36,38,36,0,2,100
763,1,2024-01-06,M2H,1200,83,87,83,0,4,100
764,1,2024-01-06,M1K,1031,49,49,49,0,0,100
765,1,2024-01-06,M6E,1019,45,45,45,0,0,100
766,1,2024-01-06,M4K,1080,23,23,23,0,0,100
767,1,2024-01-06,M4W,1118,30,30,30,0,0,100
768,1,2024-01-06,M6G,1002,54,54,54,0,0,100
770,1,2024-01-06,M5S,1018,12,12,11,1,0,91.67
771,1,2024-01-06,M5R,1500,15,15,12,3,0,80
772,1,2024-01-06,M6H,1104,16,16,16,0,0,100
774,1,2024-01-06,M8Y,1049,31,31,31,0,0,100
775,1,2024-01-06,M5B,1048,39,39,39,0,0,100
777,1,2024-01-06,M6K,1148,72,73,72,0,1,100
779,1,2024-01-06,M5A,1045,30,30,30,0,0,100
782,1,2024-01-06,M5A,1059,94,94,94,0,0,100
784,1,2024-01-06,M6P,1036,85,86,85,0,1,100
786,1,2024-01-06,M5C,1037,78,78,78,0,0,100
788,1,2024-01-06,M5A,1057,264,264,264,0,0,100
790,1,2024-01-06,M4M,1126,52,52,52,0,0,100
791,1,2024-01-06,M9V,1146,46,46,46,0,0,100
792,1,2024-01-06,M9V,1146,37,37,37,0,0,100
793,1,2024-01-06,M5T,1300,71,71,71,0,0,100
794,1,2024-01-06,M5S,1014,50,50,50,0,0,100
796,1,2024-01-06,M5R,1120,6,6,6,0,0,100
797,1,2024-01-06,M4Y,1041,35,35,35,0,0,100
798,1,2024-01-06,M1H,1115,32,49,32,0,17,100
801,1,2024-01-06,M5T,1096,40,40,40,0,0,100
803,1,2024-01-06,M4T,1062,31,31,31,0,0,100
804,1,2024-01-06,M4T,1062,31,31,31,0,0,100
805,1,2024-01-06,M5R,1129,28,28,28,0,0,100
806,1,2024-01-06,M5R,1129,27,27,27,0,0,100
813,1,2024-01-07,M5S,1051,8,8,8,0,0,100
818,1,2024-01-07,M6H,1029,42,42,42,0,0,100
819,1,2024-01-07,M6G,1102,30,30,30,0,0,100
820,1,2024-01-07,M5R,1541,15,23,15,0,8,100
835,1,2024-01-07,M1H,1360,101,101,101,0,0,100
837,1,2024-01-07,M1G,1561,48,48,39,9,0,81.25
841,1,2024-01-07,M6N,1154,62,62,62,0,0,100
842,1,2024-01-07,M5A,1008,67,68,67,0,1,100
843,1,2024-01-07,M5A,1008,120,122,120,0,2,100
845,1,2024-01-07,M5A,1008,16,21,16,0,5,100
846,1,2024-01-07,M5C,1190,53,53,53,0,0,100
847,1,2024-01-07,M5A,1008,105,107,105,0,2,100
850,1,2024-01-07,M5H,1005,88,88,88,0,0,100
851,1,2024-01-07,M6C,1028,28,28,28,0,0,100
853,1,2024-01-07,M5B,1026,94,94,94,0,0,100
854,1,2024-01-07,M5B,1026,30,30,30,0,0,100
856,1,2024-01-07,M5A,1149,78,78,78,0,0,100
857,1,2024-01-07,M6K,1125,119,120,119,0,1,100
860,1,2024-01-07,M4C,1015,62,62,62,0,0,100
861,1,2024-01-07,M5A,1020,30,30,30,0,0,100
863,1,2024-01-07,M3B,1024,40,40,40,0,0,100
869,1,2024-01-07,M5C,1007,52,52,52,0,0,100
870,1,2024-01-07,M6H,1193,36,36,36,0,0,100
871,1,2024-01-07,M6A,1055,70,70,70,0,0,100
873,1,2024-01-07,M6K,1152,70,70,62,8,0,88.57
874,1,2024-01-07,M6K,1125,119,120,118,1,1,99.16
875,1,2024-01-07,M5G,1521,43,60,42,1,17,97.67
879,1,2024-01-07,M5A,1022,35,35,35,0,0,100
882,1,2024-01-07,M1K,1108,61,61,61,0,0,100
883,1,2024-01-07,M5V,1150,110,112,110,0,2,100
884,1,2024-01-07,M5V,1150,34,34,34,0,0,100
885,1,2024-01-07,M5V,1150,66,66,66,0,0,100
886,1,2024-01-07,M5V,1150,74,75,74,0,1,100
894,1,2024-01-07,M1R,1220,36,38,36,0,2,100
897,1,2024-01-07,M2H,1200,83,87,82,1,4,98.8
898,1,2024-01-07,M1K,1031,49,49,49,0,0,100
899,1,2024-01-07,M6E,1019,45,45,45,0,0,100
900,1,2024-01-07,M4K,1080,23,23,23,0,0,100
901,1,2024-01-07,M4W,1118,30,30,30,0,0,100
902,1,2024-01-07,M6G,1002,54,54,54,0,0,100
904,1,2024-01-07,M5S,1018,12,12,11,1,0,91.67
905,1,2024-01-07,M5R,1500,15,15,12,3,0,80
906,1,2024-01-07,M6H,1104,16,16,16,0,0,100
908,1,2024-01-07,M8Y,1049,31,31,31,0,0,100
909,1,2024-01-07,M5B,1048,39,39,39,0,0,100
911,1,2024-01-07,M6K,1148,72,73,72,0,1,100
913,1,2024-01-07,M5A,1045,30,30,30,0,0,100
916,1,2024-01-07,M5A,1059,94,94,94,0,0,100
918,1,2024-01-07,M6P,1036,85,86,85,0,1,100
920,1,2024-01-07,M5C,1037,78,78,78,0,0,100
922,1,2024-01-07,M5A,1057,264,264,263,1,0,99.62
924,1,2024-01-07,M4M,1126,52,52,52,0,0,100
925,1,2024-01-07,M9V,1146,46,46,46,0,0,100
926,1,2024-01-07,M9V,1146,37,37,37,0,0,100
927,1,2024-01-07,M5T,1300,71,71,71,0,0,100
928,1,2024-01-07,M5S,1014,50,50,50,0,0,100
930,1,2024-01-07,M5R,1120,6,6,6,0,0,100
931,1,2024-01-07,M4Y,1041,35,35,35,0,0,100
932,1,2024-01-07,M1H,1115,32,49,32,0,17,100
935,1,2024-01-07,M5T,1096,40,40,40,0,0,100
937,1,2024-01-07,M4T,1062,31,31,31,0,0,100
938,1,2024-01-07,M4T,1062,31,31,31,0,0,100
939,1,2024-01-07,M5R,1129,28,28,28,0,0,100
940,1,2024-01-07,M5R,1129,27,27,27,0,0,100
947,1,2024-01-08,M5S,1051,8,8,7,1,0,87.5
952,1,2024-01-08,M6H,1029,42,42,42,0,0,100
953,1,2024-01-08,M6G,1102,30,30,30,0,0,100
954,1,2024-01-08,M5R,1541,13,23,9,4,10,69.23
969,1,2024-01-08,M1H,1360,101,101,101,0,0,100
971,1,2024-01-08,M1G,1561,48,48,38,10,0,79.17
