id,month,date,fsa,location_id,actual_capacity,funding_capacity,occupied_beds,unoccupied_beds,unavailable_beds,occupancy_rate
6366,2,2024-02-17,M1K,1108,61,61,61,0,0,100
6367,2,2024-02-17,M5V,1150,110,112,110,0,2,100
6368,2,2024-02-17,M5V,1150,34,34,34,0,0,100
6369,2,2024-02-17,M5V,1150,63,66,63,0,3,100
6370,2,2024-02-17,M5V,1150,74,75,74,0,1,100
6377,2,2024-02-17,M1R,1220,38,38,38,0,0,100
6380,2,2024-02-17,M2H,1200,87,87,87,0,0,100
6381,2,2024-02-17,M1K,1031,48,49,47,1,1,97.92
6382,2,2024-02-17,M6E,1019,44,45,44,0,1,100
6383,2,2024-02-17,M4K,1080,23,23,23,0,0,100
6384,2,2024-02-17,M4W,1118,30,30,30,0,0,100
6385,2,2024-02-17,M6G,1002,54,54,52,2,0,96.3
6387,2,2024-02-17,M5S,1018,12,12,11,1,0,91.67
6388,2,2024-02-17,M5R,1500,15,15,15,0,0,100
6389,2,2024-02-17,M6H,1104,16,16,16,0,0,100
6391,2,2024-02-17,M8Y,1049,41,41,41,0,0,100
6392,2,2024-02-17,M5B,1048,39,39,39,0,0,100
6394,2,2024-02-17,M6K,1148,72,73,72,0,1,100
6396,2,2024-02-17,M5A,1045,30,30,30,0,0,100
6399,2,2024-02-17,M5A,1059,94,94,94,0,0,100
6401,2,2024-02-17,M6P,1036,86,86,86,0,0,100
6403,2,2024-02-17,M5C,1037,75,78,75,0,3,100
6405,2,2024-02-17,M5A,1057,264,264,264,0,0,100
6407,2,2024-02-17,M4M,1126,52,52,52,0,0,100
6408,2,2024-02-17,M9V,1146,46,46,46,0,0,100
6409,2,2024-02-17,M9V,1146,37,37,37,0,0,100
6410,2,2024-02-17,M5T,1300,71,71,71,0,0,100
6411,2,2024-02-17,M5S,1014,50,50,50,0,0,100
6413,2,2024-02-17,M5R,1120,6,6,6,0,0,100
6414,2,2024-02-17,M4Y,1041,35,35,35,0,0,100
6415,2,2024-02-17,M1H,1115,32,32,32,0,0,100
6418,2,2024-02-17,M5T,1096,40,40,40,0,0,100
6420,2,2024-02-17,M4T,1062,31,31,31,0,0,100
6421,2,2024-02-17,M4T,1062,31,31,31,0,0,100
6422,2,2024-02-17,M5R,1129,28,28,28,0,0,100
6423,2,2024-02-17,M5R,1129,27,27,27,0,0,100
6430,2,2024-02-18,M5S,1051,8,8,8,0,0,100
6435,2,2024-02-18,M6H,1029,42,42,42,0,0,100
6436,2,2024-02-18,M6G,1102,30,30,30,0,0,100
6437,2,2024-02-18,M5R,1541,23,23,23,0,0,100
6452,2,2024-02-18,M1H,1360,101,101,101,0,0,100
6454,2,2024-02-18,M1G,1561,48,48,48,0,0,100
6458,2,2024-02-18,M6N,1154,62,62,62,0,0,100
6459,2,2024-02-18,M5A,1008,68,68,68,0,0,100
6460,2,2024-02-18,M5A,1008,122,122,122,0,0,100
6462,2,2024-02-18,M5A,1008,17,21,17,0,4,100
6463,2,2024-02-18,M5C,1190,53,53,53,0,0,100
6464,2,2024-02-18,M5A,1008,106,107,106,0,1,100
6467,2,2024-02-18,M5H,1005,88,88,88,0,0,100
6468,2,2024-02-18,M6C,1028,28,28,28,0,0,100
6470,2,2024-02-18,M5B,1026,94,94,94,0,0,100
6471,2,2024-02-18,M5B,1026,30,30,30,0,0,100
6473,2,2024-02-18,M5A,1149,78,78,78,0,0,100
6474,2,2024-02-18,M6K,1125,150,150,150,0,0,100
6477,2,2024-02-18,M4C,1015,62,62,62,0,0,100
6478,2,2024-02-18,M5A,1020,30,30,30,0,0,100
6479,2,2024-02-18,M2N,1460,46,46,46,0,0,100
6481,2,2024-02-18,M3B,1024,40,40,39,1,0,97.5
6487,2,2024-02-18,M5C,1007,52,52,52,0,0,100
6488,2,2024-02-18,M6H,1193,36,36,36,0,0,100
6489,2,2024-02-18,M6A,1055,70,70,70,0,0,100
6491,2,2024-02-18,M6K,1152,70,70,70,0,0,100
6492,2,2024-02-18,M6K,1125,150,150,150,0,0,100
6493,2,2024-02-18,M5G,1521,60,60,58,2,0,96.67
6497,2,2024-02-18,M5A,1022,35,35,35,0,0,100
6500,2,2024-02-18,M1K,1108,61,61,61,0,0,100
6501,2,2024-02-18,M5V,1150,111,112,111,0,1,100
6502,2,2024-02-18,M5V,1150,34,34,34,0,0,100
6503,2,2024-02-18,M5V,1150,63,66,63,0,3,100
6504,2,2024-02-18,M5V,1150,74,75,74,0,1,100
6511,2,2024-02-18,M1R,1220,38,38,38,0,0,100
6514,2,2024-02-18,M2H,1200,87,87,87,0,0,100
6515,2,2024-02-18,M1K,1031,48,49,48,0,1,100
6516,2,2024-02-18,M6E,1019,45,45,45,0,0,100
6517,2,2024-02-18,M4K,1080,23,23,23,0,0,100
6518,2,2024-02-18,M4W,1118,30,30,30,0,0,100
6519,2,2024-02-18,M6G,1002,54,54,52,2,0,96.3
6521,2,2024-02-18,M5S,1018,12,12,11,1,0,91.67
6522,2,2024-02-18,M5R,1500,15,15,15,0,0,100
6523,2,2024-02-18,M6H,1104,16,16,16,0,0,100
6525,2,2024-02-18,M8Y,1049,41,41,41,0,0,100
6526,2,2024-02-18,M5B,1048,39,39,39,0,0,100
6528,2,2024-02-18,M6K,1148,72,73,72,0,1,100
6530,2,2024-02-18,M5A,1045,30,30,30,0,0,100
6533,2,2024-02-18,M5A,1059,94,94,94,0,0,100
6535,2,2024-02-18,M6P,1036,86,86,86,0,0,100
6537,2,2024-02-18,M5C,1037,72,78,72,0,6,100
6539,2,2024-02-18,M5A,1057,264,264,264,0,0,100
6541,2,2024-02-18,M4M,1126,51,52,51,0,1,100
6542,2,2024-02-18,M9V,1146,46,46,46,0,0,100
6543,2,2024-02-18,M9V,1146,37,37,37,0,0,100
6544,2,2024-02-18,M5T,1300,71,71,71,0,0,100
6545,2,2024-02-18,M5S,1014,50,50,50,0,0,100
6547,2,2024-02-18,M5R,1120,6,6,6,0,0,100
6548,2,2024-02-18,M4Y,1041,35,35,35,0,0,100
6549,2,2024-02-18,M1H,1115,32,32,32,0,0,100
6552,2,2024-02-18,M5T,1096,40,40,40,0,0,100
6554,2,2024-02-18,M4T,1062,31,31,31,0,0,100
6555,2,2024-02-18,M4T,1062,31,31,31,0,0,100
6556,2,2024-02-18,M5R,1129,28,28,28,0,0,100
6557,2,2024-02-18,M5R,1129,27,27,27,0,0,100
6564,2,2024-02-19,M5S,1051,8,8,8,0,0,100
6569,2,2024-02-19,M6H,1029,42,42,41,1,0,97.62
6570,2,2024-02-19,M6G,1102,30,30,30,0,0,100
6571,2,2024-02-19,M5R,1541,23,23,22,1,0,95.65
6586,2,2024-02-19,M1H,1360,101,101,101,0,0,100
6588,2,2024-02-19,M1G,1561,48,48,48,0,0,100
6592,2,2024-02-19,M6N,1154,62,62,62,0,0,100
6593,2,2024-02-19,M5A,1008,68,68,67,1,0,98.53
6594,2,2024-02-19,M5A,1008,122,122,121,1,0,99.18
6596,2,2024-02-19,M5A,1008,17,21,17,0,4,100
6597,2,2024-02-19,M5C,1190,53,53,53,0,0,100
6598,2,2024-02-19,M5A,1008,106,107,106,0,1,100
6601,2,2024-02-19,M5H,1005,88,88,88,0,0,100
6602,2,2024-02-19,M6C,1028,28,28,28,0,0,100
6604,2,2024-02-19,M5B,1026,94,94,94,0,0,100
6605,2,2024-02-19,M5B,1026,30,30,30,0,0,100
6607,2,2024-02-19,M5A,1149,78,78,78,0,0,100
6608,2,2024-02-19,M6K,1125,150,150,150,0,0,100
6611,2,2024-02-19,M4C,1015,62,62,62,0,0,100
6612,2,2024-02-19,M5A,1020,30,30,30,0,0,100
6613,2,2024-02-19,M2N,1460,46,46,46,0,0,100
6615,2,2024-02-19,M3B,1024,40,40,40,0,0,100
6621,2,2024-02-19,M5C,1007,52,52,52,0,0,100
6622,2,2024-02-19,M6H,1193,36,36,36,0,0,100
6623,2,2024-02-19,M6A,1055,70,70,70,0,0,100
6625,2,2024-02-19,M6K,1152,70,70,69,1,0,98.57
6626,2,2024-02-19,M6K,1125,150,150,150,0,0,100
6627,2,2024-02-19,M5G,1521,60,60,59,1,0,98.33
6631,2,2024-02-19,M5A,1022,35,35,35,0,0,100
6634,2,2024-02-19,M1K,1108,61,61,61,0,0,100
6635,2,2024-02-19,M5V,1150,111,112,110,1,1,99.1
6636,2,2024-02-19,M5V,1150,34,34,34,0,0,100
6637,2,2024-02-19,M5V,1150,63,66,63,0,3,100
6638,2,2024-02-19,M5V,1150,74,75,74,0,1,100
6645,2,2024-02-19,M1R,1220,38,38,38,0,0,100
6648,2,2024-02-19,M2H,1200,87,87,87,0,0,100
6649,2,2024-02-19,M1K,1031,48,49,48,0,1,100
6650,2,2024-02-19,M6E,1019,45,45,45,0,0,100
6651,2,2024-02-19,M4K,1080,23,23,23,0,0,100
6652,2,2024-02-19,M4W,1118,30,30,30,0,0,100
6653,2,2024-02-19,M6G,1002,54,54,52,2,0,96.3
6655,2,2024-02-19,M5S,1018,12,12,11,1,0,91.67
6656,2,2024-02-19,M5R,1500,15,15,15,0,0,100
6657,2,2024-02-19,M6H,1104,16,16,16,0,0,100
6659,2,2024-02-19,M8Y,1049,41,41,41,0,0,100
6660,2,2024-02-19,M5B,1048,39,39,39,0,0,100
6662,2,2024-02-19,M6K,1148,72,73,72,0,1,100
6664,2,2024-02-19,M5A,1045,30,30,30,0,0,100
6667,2,2024-02-19,M5A,1059,94,94,94,0,0,100
6669,2,2024-02-19,M6P,1036,86,86,86,0,0,100
6671,2,2024-02-19,M5C,1037,71,78,71,0,7,100
6673,2,2024-02-19,M5A,1057,264,264,264,0,0,100
6675,2,2024-02-19,M4M,1126,51,52,51,0,1,100
6676,2,2024-02-19,M9V,1146,46,46,46,0,0,100
6677,2,2024-02-19,M9V,1146,37,37,37,0,0,100
6678,2,2024-02-19,M5T,1300,71,71,71,0,0,100
6679,2,2024-02-19,M5S,1014,50,50,50,0,0,100
6681,2,2024-02-19,M5R,1120,6,6,6,0,0,100
6682,2,2024-02-19,M4Y,1041,35,35,35,0,0,100
6683,2,2024-02-19,M1H,1115,32,32,32,0,0,100
6686,2,2024-02-19,M5T,1096,40,40,40,0,0,100
6688,2,2024-02-19,M4T,1062,31,31,31,0,0,100
6689,2,2024-02-19,M4T,1062,31,31,31,0,0,100
6690,2,2024-02-19,M5R,1129,28,28,28,0,0,100
6691,2,2024-02-19,M5R,1129,27,27,27,0,0,100
6698,2,2024-02-20,M5S,1051,8,8,8,0,0,100
6703,2,2024-02-20,M6H,1029,42,42,42,0,0,100
6704,2,2024-02-20,M6G,1102,30,30,30,0,0,100
6705,2,2024-02-20,M5R,1541,23,23,23,0,0,100
6720,2,2024-02-20,M1H,1360,101,101,101,0,0,100
6722,2,2024-02-20,M1G,1561,48,48,48,0,0,100
6726,2,2024-02-20,M6N,1154,62,62,62,0,0,100
6727,2,2024-02-20,M5A,1008,68,68,68,0,0,100
6728,2,2024-02-20,M5A,1008,122,122,122,0,0,100
6730,2,2024-02-20,M5A,1008,17,21,17,0,4,100
6731,2,2024-02-20,M5C,1190,53,53,53,0,0,100
6732,2,2024-02-20,M5A,1008,106,107,106,0,1,100
6735,2,2024-02-20,M5H,1005,88,88,88,0,0,100
6736,2,2024-02-20,M6C,1028,28,28,28,0,0,100
6738,2,2024-02-20,M5B,1026,94,94,94,0,0,100
6739,2,2024-02-20,M5B,1026,30,30,30,0,0,100
6741,2,2024-02-20,M5A,1149,78,78,78,0,0,100
6742,2,2024-02-20,M6K,1125,149,150,149,0,1,100
6745,2,2024-02-20,M4C,1015,62,62,62,0,0,100
6746,2,2024-02-20,M5A,1020,30,30,30,0,0,100
6747,2,2024-02-20,M2N,1460,46,46,46,0,0,100
6749,2,2024-02-20,M3B,1024,40,40,40,0,0,100
6755,2,2024-02-20,M5C,1007,52,52,52,0,0,100
6756,2,2024-02-20,M6H,1193,36,36,36,0,0,100
6757,2,2024-02-20,M6A,1055,70,70,70,0,0,100
6759,2,2024-02-20,M6K,1152,70,70,70,0,0,100
6760,2,2024-02-20,M6K,1125,142,150,142,0,8,100
6761,2,2024-02-20,M5G,1521,60,60,60,0,0,100
6765,2,2024-02-20,M5A,1022,35,35,35,0,0,100
6768,2,2024-02-20,M1K,1108,61,61,61,0,0,100
6769,2,2024-02-20,M5V,1150,111,112,111,0,1,100
6770,2,2024-02-20,M5V,1150,34,34,34,0,0,100
6771,2,2024-02-20,M5V,1150,63,66,63,0,3,100
6772,2,2024-02-20,M5V,1150,72,75,72,0,3,100
6779,2,2024-02-20,M1R,1220,38,38,38,0,0,100
6782,2,2024-02-20,M2H,1200,87,87,87,0,0,100
6783,2,2024-02-20,M1K,1031,48,49,48,0,1,100
6784,2,2024-02-20,M6E,1019,45,45,45,0,0,100
6785,2,2024-02-20,M4K,1080,23,23,23,0,0,100
6786,2,2024-02-20,M4W,1118,30,30,30,0,0,100
6787,2,2024-02-20,M6G,1002,54,54,52,2,0,96.3
6789,2,2024-02-20,M5S,1018,12,12,11,1,0,91.67
6790,2,2024-02-20,M5R,1500,15,15,14,1,0,93.33
6791,2,2024-02-20,M6H,1104,16,16,16,0,0,100
6793,2,2024-02-20,M8Y,1049,41,41,41,0,0,100
6794,2,2024-02-20,M5B,1048,39,39,39,0,0,100
6796,2,2024-02-20,M6K,1148,72,73,72,0,1,100
6798,2,2024-02-20,M5A,1045,30,30,30,0,0,100
6801,2,2024-02-20,M5A,1059,94,94,94,0,0,100
6803,2,2024-02-20,M6P,1036,86,86,86,0,0,100
6805,2,2024-02-20,M5C,1037,71,78,71,0,7,100
6807,2,2024-02-20,M5A,1057,264,264,264,0,0,100
6809,2,2024-02-20,M4M,1126,52,52,52,0,0,100
6810,2,2024-02-20,M9V,1146,46,46,46,0,0,100
6811,2,2024-02-20,M9V,1146,37,37,37,0,0,100
6812,2,2024-02-20,M5T,1300,71,71,71,0,0,100
6813,2,2024-02-20,M5S,1014,50,50,50,0,0,100
6815,2,2024-02-20,M5R,1120,6,6,6,0,0,100
6816,2,2024-02-20,M4Y,1041,35,35,35,0,0,100
6817,2,2024-02-20,M1H,1115,32,32,32,0,0,100
6820,2,2024-02-20,M5T,1096,40,40,40,0,0,100
6822,2,2024-02-20,M4T,1062,31,31,31,0,0,100
6823,2,2024-02-20,M4T,1062,31,31,31,0,0,100
6824,2,2024-02-20,M5R,1129,28,28,28,0,0,100
6825,2,2024-02-20,M5R,1129,27,27,27,0,0,100
6832,2,2024-02-21,M5S,1051,8,8,8,0,0,100
6837,2,2024-02-21,M6H,1029,42,42,42,0,0,100
6838,2,2024-02-21,M6G,1102,30,30,30,0,0,100
6839,2,2024-02-21,M5R,1541,23,23,23,0,0,100
6854,2,2024-02-21,M1H,1360,101,101,101,0,0,100
6856,2,2024-02-21,M1G,1561,48,48,48,0,0,100
6860,2,2024-02-21,M6N,1154,62,62,62,0,0,100
6861,2,2024-02-21,M5A,1008,68,68,68,0,0,100
6862,2,2024-02-21,M5A,1008,122,122,122,0,0,100
6864,2,2024-02-21,M5A,1008,17,21,17,0,4,100
6865,2,2024-02-21,M5C,1190,53,53,53,0,0,100
6866,2,2024-02-21,M5A,1008,106,107,106,0,1,100
6869,2,2024-02-21,M5H,1005,88,88,88,0,0,100
6870,2,2024-02-21,M6C,1028,28,28,28,0,0,100
6872,2,2024-02-21,M5B,1026,94,94,94,0,0,100
6873,2,2024-02-21,M5B,1026,30,30,30,0,0,100
6875,2,2024-02-21,M5A,1149,78,78,78,0,0,100
6876,2,2024-02-21,M6K,1125,145,150,145,0,5,100
6879,2,2024-02-21,M4C,1015,62,62,62,0,0,100
6880,2,2024-02-21,M5A,1020,30,30,30,0,0,100
6881,2,2024-02-21,M2N,1460,46,46,46,0,0,100
6883,2,2024-02-21,M3B,1024,40,40,40,0,0,100
6889,2,2024-02-21,M5C,1007,52,52,52,0,0,100
6890,2,2024-02-21,M6H,1193,36,36,36,0,0,100
6891,2,2024-02-21,M6A,1055,70,70,70,0,0,100
6893,2,2024-02-21,M6K,1152,70,70,70,0,0,100
6894,2,2024-02-21,M6K,1125,138,150,138,0,12,100
6895,2,2024-02-21,M5G,1521,60,60,60,0,0,100
6899,2,2024-02-21,M5A,1022,35,35,35,0,0,100
6902,2,2024-02-21,M1K,1108,61,61,61,0,0,100
6903,2,2024-02-21,M5V,1150,112,112,112,0,0,100
6904,2,2024-02-21,M5V,1150,34,34,34,0,0,100
6905,2,2024-02-21,M5V,1150,63,66,63,0,3,100
6906,2,2024-02-21,M5V,1150,72,75,72,0,3,100
6913,2,2024-02-21,M1R,1220,38,38,38,0,0,100
6916,2,2024-02-21,M2H,1200,87,87,87,0,0,100
6917,2,2024-02-21,M1K,1031,49,49,49,0,0,100
6918,2,2024-02-21,M6E,1019,45,45,45,0,0,100
6919,2,2024-02-21,M4K,1080,23,23,23,0,0,100
6920,2,2024-02-21,M4W,1118,30,30,30,0,0,100
6921,2,2024-02-21,M6G,1002,54,54,52,2,0,96.3
6923,2,2024-02-21,M5S,1018,12,12,11,1,0,91.67
6924,2,2024-02-21,M5R,1500,15,15,14,1,0,93.33
6925,2,2024-02-21,M6H,1104,16,16,16,0,0,100
6927,2,2024-02-21,M8Y,1049,41,41,41,0,0,100
6928,2,2024-02-21,M5B,1048,39,39,39,0,0,100
6930,2,2024-02-21,M6K,1148,72,73,72,0,1,100
6932,2,2024-02-21,M5A,1045,30,30,30,0,0,100
6935,2,2024-02-21,M5A,1059,94,94,94,0,0,100
6937,2,2024-02-21,M6P,1036,86,86,86,0,0,100
6939,2,2024-02-21,M5C,1037,71,78,71,0,7,100
6941,2,2024-02-21,M5A,1057,264,264,264,0,0,100
6943,2,2024-02-21,M4M,1126,51,52,51,0,1,100
6944,2,2024-02-21,M9V,1146,46,46,46,0,0,100
6945,2,2024-02-21,M9V,1146,37,37,37,0,0,100
6946,2,2024-02-21,M5T,1300,71,71,71,0,0,100
6947,2,2024-02-21,M5S,1014,50,50,50,0,0,100
6949,2,2024-02-21,M5R,1120,6,6,6,0,0,100
6950,2,2024-02-21,M4Y,1041,35,35,35,0,0,100
6951,2,2024-02-21,M1H,1115,32,32,32,0,0,100
6954,2,2024-02-21,M5T,1096,40,40,40,0,0,100
6956,2,2024-02-21,M4T,1062,31,31,31,0,0,100
6957,2,2024-02-21,M4T,1062,31,31,31,0,0,100
6958,2,2024-02-21,M5R,1129,28,28,28,0,0,100
6959,2,2024-02-21,M5R,1129,27,27,27,0,0,100
6966,2,2024-02-22,M5S,1051,8,8,8,0,0,100
6971,2,2024-02-22,M6H,1029,42,42,42,0,0,100
6972,2,2024-02-22,M6G,1102,30,30,30,0,0,100
6973,2,2024-02-22,M5R,1541,23,23,23,0,0,100
6988,2,2024-02-22,M1H,1360,101,101,101,0,0,100
6990,2,2024-02-22,M1G,1561,48,48,48,0,0,100
6994,2,2024-02-22,M6N,1154,62,62,62,0,0,100
6995,2,2024-02-22,M5A,1008,68,68,68,0,0,100
6996,2,2024-02-22,M5A,1008,122,122,122,0,0,100
6998,2,2024-02-22,M5A,1008,17,21,17,0,4,100
6999,2,2024-02-22,M5C,1190,53,53,53,0,0,100
7000,2,2024-02-22,M5A,1008,107,107,107,0,0,100
7003,2,2024-02-22,M5H,1005,88,88,88,0,0,100
7004,2,2024-02-22,M6C,1028,28,28,28,0,0,100
7006,2,2024-02-22,M5B,1026,94,94,94,0,0,100
7007,2,2024-02-22,M5B,1026,30,30,30,0,0,100
7009,2,2024-02-22,M5A,1149,78,78,78,0,0,100
7010,2,2024-02-22,M6K,1125,139,150,137,2,11,98.56
7013,2,2024-02-22,M4C,1015,62,62,62,0,0,100
7014,2,2024-02-22,M5A,1020,30,30,30,0,0,100
7015,2,2024-02-22,M2N,1460,46,46,46,0,0,100
7017,2,2024-02-22,M3B,1024,40,40,40,0,0,100
7023,2,2024-02-22,M5C,1007,52,52,52,0,0,100
7024,2,2024-02-22,M6H,1193,36,36,36,0,0,100
7025,2,2024-02-22,M6A,1055,70,70,70,0,0,100
7027,2,2024-02-22,M6K,1152,70,70,69,1,0,98.57
7028,2,2024-02-22,M6K,1125,132,150,132,0,18,100
7029,2,2024-02-22,M5G,1521,60,60,60,0,0,100
7033,2,2024-02-22,M5A,1022,35,35,35,0,0,100
7036,2,2024-02-22,M1K,1108,61,61,61,0,0,100
7037,2,2024-02-22,M5V,1150,112,112,111,1,0,99.11
7038,2,2024-02-22,M5V,1150,34,34,34,0,0,100
7039,2,2024-02-22,M5V,1150,63,66,63,0,3,100
7040,2,2024-02-22,M5V,1150,73,75,73,0,2,100
7047,2,2024-02-22,M1R,1220,38,38,38,0,0,100
7050,2,2024-02-22,M2H,1200,85,87,85,0,2,100
7051,2,2024-02-22,M1K,1031,49,49,49,0,0,100
7052,2,2024-02-22,M6E,1019,45,45,45,0,0,100
7053,2,2024-02-22,M4K,1080,23,23,23,0,0,100
7054,2,2024-02-22,M4W,1118,30,30,30,0,0,100
7055,2,2024-02-22,M6G,1002,54,54,52,2,0,96.3
7057,2,2024-02-22,M5S,1018,12,12,11,1,0,91.67
7058,2,2024-02-22,M5R,1500,15,15,14,1,0,93.33
7059,2,2024-02-22,M6H,1104,16,16,16,0,0,100
7061,2,2024-02-22,M8Y,1049,41,41,41,0,0,100
7062,2,2024-02-22,M5B,1048,39,39,39,0,0,100
7064,2,2024-02-22,M6K,1148,72,73,72,0,1,100
7066,2,2024-02-22,M5A,1045,30,30,30,0,0,100
7069,2,2024-02-22,M5A,1059,94,94,94,0,0,100
7071,2,2024-02-22,M6P,1036,86,86,86,0,0,100
7073,2,2024-02-22,M5C,1037,71,78,71,0,7,100
7075,2,2024-02-22,M5A,1057,264,264,264,0,0,100
7077,2,2024-02-22,M4M,1126,52,52,52,0,0,100
7078,2,2024-02-22,M9V,1146,46,46,46,0,0,100
7079,2,2024-02-22,M9V,1146,37,37,37,0,0,100
7080,2,2024-02-22,M5T,1300,71,71,71,0,0,100
7081,2,2024-02-22,M5S,1014,50,50,50,0,0,100
7083,2,2024-02-22,M5R,1120,6,6,6,0,0,100
7084,2,2024-02-22,M4Y,1041,35,35,35,0,0,100
7085,2,2024-02-22,M1H,1115,32,32,32,0,0,100
7088,2,2024-02-22,M5T,1096,40,40,40,0,0,100
7090,2,2024-02-22,M4T,1062,31,31,31,0,0,100
7091,2,2024-02-22,M4T,1062,31,31,31,0,0,100
7092,2,2024-02-22,M5R,1129,28,28,28,0,0,100
7093,2,2024-02-22,M5R,1129,27,27,27,0,0,100
7100,2,2024-02-23,M5S,1051,8,8,8,0,0,100
7105,2,2024-02-23,M6H,1029,42,42,42,0,0,100
7106,2,2024-02-23,M6G,1102,30,30,30,0,0,100
7107,2,2024-02-23,M5R,1541,23,23,23,0,0,100
7123,2,2024-02-23,M1H,1360,101,101,101,0,0,100
7125,2,2024-02-23,M1G,1561,48,48,47,1,0,97.92
7129,2,2024-02-23,M6N,1154,62,62,62,0,0,100
7130,2,2024-02-23,M5A,1008,68,68,68,0,0,100
7131,2,2024-02-23,M5A,1008,122,122,122,0,0,100
7133,2,2024-02-23,M5A,1008,17,21,17,0,4,100
7134,2,2024-02-23,M5C,1190,53,53,53,0,0,100
7135,2,2024-02-23,M5A,1008,107,107,107,0,0,100
7138,2,2024-02-23,M5H,1005,88,88,88,0,0,100
7139,2,2024-02-23,M6C,1028,28,28,28,0,0,100
7141,2,2024-02-23,M5B,1026,94,94,94,0,0,100
7142,2,2024-02-23,M5B,1026,30,30,30,0,0,100
7144,2,2024-02-23,M5A,1149,78,78,78,0,0,100
7145,2,2024-02-23,M6K,1125,132,150,129,3,18,97.73
7148,2,2024-02-23,M4C,1015,62,62,62,0,0,100
7149,2,2024-02-23,M5A,1020,30,30,30,0,0,100
7150,2,2024-02-23,M2N,1460,46,46,46,0,0,100
7152,2,2024-02-23,M3B,1024,40,40,40,0,0,100
7158,2,2024-02-23,M5C,1007,52,52,52,0,0,100
7159,2,2024-02-23,M6H,1193,36,36,36,0,0,100
7160,2,2024-02-23,M6A,1055,70,70,70,0,0,100
7162,2,2024-02-23,M6K,1152,70,70,70,0,0,100
7163,2,2024-02-23,M6K,1125,121,150,121,0,29,100
7164,2,2024-02-23,M5G,1521,60,60,60,0,0,100
7168,2,2024-02-23,M5A,1022,35,35,35,0,0,100
7171,2,2024-02-23,M1K,1108,61,61,61,0,0,100
7172,2,2024-02-23,M5V,1150,112,112,111,1,0,99.11
7173,2,2024-02-23,M5V,1150,34,34,34,0,0,100
7174,2,2024-02-23,M5V,1150,63,66,63,0,3,100
7175,2,2024-02-23,M5V,1150,73,75,73,0,2,100
7182,2,2024-02-23,M1R,1220,38,38,38,0,0,100
7185,2,2024-02-23,M2H,1200,86,87,86,0,1,100
7186,2,2024-02-23,M1K,1031,49,49,49,0,0,100
7187,2,2024-02-23,M6E,1019,45,45,45,0,0,100
7188,2,2024-02-23,M4K,1080,23,23,23,0,0,100
7189,2,2024-02-23,M4W,1118,30,30,30,0,0,100
7190,2,2024-02-23,M6G,1002,54,54,54,0,0,100
7192,2,2024-02-23,M5S,1018,12,12,11,1,0,91.67
7193,2,2024-02-23,M5R,1500,15,15,14,1,0,93.33
7194,2,2024-02-23,M6H,1104,16,16,16,0,0,100
7196,2,2024-02-23,M8Y,1049,41,41,41,0,0,100
7197,2,2024-02-23,M5B,1048,39,39,39,0,0,100
7199,2,2024-02-23,M6K,1148,72,73,72,0,1,100
7201,2,2024-02-23,M5A,1045,30,30,30,0,0,100
7204,2,2024-02-23,M5A,1059,94,94,94,0,0,100
7206,2,2024-02-23,M6P,1036,86,86,86,0,0,100
7208,2,2024-02-23,M5C,1037,71,78,71,0,7,100
7210,2,2024-02-23,M5A,1057,264,264,264,0,0,100
7212,2,2024-02-23,M4M,1126,52,52,52,0,0,100
7213,2,2024-02-23,M9V,1146,46,46,46,0,0,100
7214,2,2024-02-23,M9V,1146,37,37,37,0,0,100
7215,2,2024-02-23,M5T,1300,71,71,71,0,0,100
7216,2,2024-02-23,M5S,1014,50,50,50,0,0,100
7218,2,2024-02-23,M5R,1120,6,6,6,0,0,100
7219,2,2024-02-23,M4Y,1041,35,35,35,0,0,100
7220,2,2024-02-23,M1H,1115,32,32,32,0,0,100
7223,2,2024-02-23,M5T,1096,40,40,40,0,0,100
7225,2,2024-02-23,M4T,1062,31,31,31,0,0,100
7226,2,2024-02-23,M4T,1062,31,31,31,0,0,100
7227,2,2024-02-23,M5R,1129,28,28,28,0,0,100
7228,2,2024-02-23,M5R,1129,27,27,27,0,0,100
7235,2,2024-02-24,M5S,1051,8,8,8,0,0,100
7240,2,2024-02-24,M6H,1029,42,42,42,0,0,100
7241,2,2024-02-24,M6G,1102,30,30,30,0,0,100
7242,2,2024-02-24,M5R,1541,23,23,23,0,0,100
7258,2,2024-02-24,M1H,1360,101,101,101,0,0,100
7260,2,2024-02-24,M1G,1561,48,48,48,0,0,100
7264,2,2024-02-24,M6N,1154,62,62,62,0,0,100
7265,2,2024-02-24,M5A,1008,68,68,68,0,0,100
7266,2,2024-02-24,M5A,1008,122,122,122,0,0,100
7268,2,2024-02-24,M5A,1008,17,21,17,0,4,100
7269,2,2024-02-24,M5C,1190,53,53,53,0,0,100
7270,2,2024-02-24,M5A,1008,107,107,106,1,0,99.07
7273,2,2024-02-24,M5H,1005,88,88,88,0,0,100
7274,2,2024-02-24,M6C,1028,28,28,28,0,0,100
7276,2,2024-02-24,M5B,1026,94,94,94,0,0,100
7277,2,2024-02-24,M5B,1026,30,30,30,0,0,100
7279,2,2024-02-24,M5A,1149,78,78,78,0,0,100
7280,2,2024-02-24,M6K,1125,132,150,127,5,18,96.21
7283,2,2024-02-24,M4C,1015,62,62,62,0,0,100
7284,2,2024-02-24,M5A,1020,30,30,30,0,0,100
